Label,Path
marvin,data/1c4090be-c6a3-40b0-8a67-5241c4b8fb4e.wav
nine,data/b28e9f54-9910-4d6f-907f-f5446fe8f42a.wav
no,data/cbb239dd-7cc3-41ae-a0d9-d33e0693cd7e.wav
off,data/baf588c2-fecd-4db4-9d7a-b8c178662fe6.wav
on,data/823223d3-ed98-47d1-b2bb-d0edfa35a4c7.wav
one,data/e4daa820-b41c-470d-b0fe-0e0cdf3c85f4.wav
right,data/1bcfa8f4-ffb5-4776-8119-c3a3f2799b5e.wav
seven,data/4e57e299-c69d-4a18-8c40-30ecb15144e3.wav
sheila,data/6eda9c0b-22b3-441e-8f70-bee8e0ff63b4.wav
six,data/3d2c53c1-092b-48d9-a3d9-c35cad76f4a3.wav
stop,data/4c16035d-1ce9-46db-aaf0-574771d177f3.wav
three,data/a6fab985-8a0e-45d6-8dde-5b492ac557d5.wav
tree,data/dff844ff-d637-4405-b337-b2c1fa7dd393.wav
two,data/b3231149-6e35-4d74-9e00-4593eeb39f97.wav
up,data/33fe5647-f9d9-4d48-b460-26270fa1bdcf.wav
visual,data/10b5cc41-be0b-4ac3-a4e7-e735ea3fdb2f.wav
wow,data/98ee94f9-a841-446a-b0d5-987c22837a27.wav
yes,data/68d3d1bd-0098-421a-a9ab-84ed9baefbac.wav
zero,data/8197a393-6ef2-4a6c-a503-fe95f485d084.wav
backward,data/22d0cdb5-4bdc-44bb-85b4-b113a2253a4c.wav
bed,data/87c2bec7-e318-4c93-be6d-7cc1b047a522.wav
bird,data/2b0baea7-7b11-485c-802f-96819a991992.wav
cat,data/926516b8-aef5-4608-bb8a-a8b641872022.wav
dog,data/9736c25b-c31c-4051-8ae2-ea6b646dff4e.wav
down,data/e730e605-4c31-4921-a6fb-de4a27012067.wav
eight,data/89cc6e39-90ce-4ad5-8dec-619916161d5a.wav
five,data/102f8871-3ab8-4c60-9bb0-02ba2811fac0.wav
follow,data/4fe91817-50a7-407e-988f-48790c7ac41c.wav
forward,data/c3fb945f-51c9-4869-9b7f-f5a89d3ba3c3.wav
four,data/aef32f9c-446e-4c54-b3d8-9a6dc852997a.wav
go,data/b83df050-3c36-4660-9984-cd199dbef582.wav
happy,data/2d59804d-4f36-4076-aac9-aa4e83472083.wav
house,data/b0c49432-4676-4da4-9cef-1b7c97b2f0a3.wav
learn,data/53fe93f2-9461-43f8-8e23-087f500ec091.wav
left,data/adae5736-8c74-4ffd-ac9c-32fb9c83147f.wav
marvin,data/9d2abdbd-7499-475e-aabd-b73678ee344a.wav
nine,data/11f9d2a8-9eae-4eca-b577-6c8749ac42f6.wav
no,data/b677a204-106e-43da-94cd-de5a69dad368.wav
off,data/bda56435-42e4-4759-8e38-3b4a0d52a66b.wav
on,data/f3568495-cbab-48b0-865a-c2564ba3b632.wav
one,data/72ceb755-e2fc-4b55-b904-c7697df3180a.wav
right,data/ae902d72-1b7e-4979-bf20-ad020f7fce53.wav
seven,data/8cda0e79-13b7-473c-9848-598c8bb11de9.wav
sheila,data/0b9b9a97-ebec-40f6-af02-0f55253a1cbd.wav
six,data/f272dfce-62c3-40c4-b68f-90d29aa2091e.wav
stop,data/960f850c-1d42-4f67-b364-78e1e63bb40a.wav
three,data/07c19597-071b-4010-bcd8-34ce4ad44d90.wav
tree,data/e6e72035-1fe4-47dc-bcee-cd60167fe922.wav
two,data/6af32029-2707-4ff5-aad3-43f0d94e8192.wav
up,data/ec28f06a-5469-4418-b551-4a02910ca657.wav
visual,data/5f2b037b-4fe0-424d-a183-10c1bd44b0a4.wav
wow,data/a9b61028-1598-46c1-a850-03e929b31971.wav
yes,data/17f0f2af-ae70-493c-b757-f06740963e81.wav
zero,data/07576d11-8ea0-4f94-9f48-93b98403d154.wav
backward,data/f9e718e6-7f80-4069-8bb5-b9541d6be821.wav
bed,data/395fd65b-98a3-47e1-9e6a-ba3323114788.wav
bird,data/baf21783-c896-4015-8ed0-33701030f373.wav
cat,data/5859cf8c-63be-4c82-8f25-37085a31c34b.wav
dog,data/e65f7b6e-8ed0-4212-85eb-fb597655995a.wav
down,data/8eab0991-79e3-46ba-867d-f6970894a87d.wav
eight,data/ef94807c-2b9c-447b-b7c1-734b3b24ca27.wav
five,data/0acbe98f-8d46-4fc2-ba6b-b752db58cf7b.wav
follow,data/2b7a500b-58d0-4598-92af-3630a3be72b1.wav
forward,data/71308df1-a85f-4fa6-a34a-129a8437b936.wav
four,data/dfb9da49-0cee-42a7-b9b3-3c771252113a.wav
go,data/e4a73fb6-3210-4df5-b5c5-ff4ffe39bd3a.wav
happy,data/2b450d85-1685-4ded-b108-0443bab702ac.wav
house,data/9a5f84a7-5db9-48b5-8dd1-8e2778019c1c.wav
learn,data/527d2d9b-7f2a-4102-bcc9-b32b6736703c.wav
left,data/dec59342-db4f-404a-82b5-8540bf77fd42.wav
marvin,data/04b25ee3-2a7e-41be-8dfd-f4f7e5dae4d6.wav
nine,data/c0367630-845f-47fc-86f5-88fb277c2ab9.wav
no,data/4f7da0aa-4456-4a1c-bc10-c70d5b93e1bf.wav
off,data/9304d06d-4b1b-4557-82be-3a8a2b728154.wav
on,data/a45937fe-21cf-4e62-9922-8bbe6f09efd3.wav
one,data/4285518a-8c3e-4092-bbd0-1c8e853d89a0.wav
right,data/e13211e5-4a4f-47ae-9221-a6ae5c2c2589.wav
seven,data/c6141403-e600-4daa-b615-18e5f733ceb2.wav
sheila,data/1e9b87c8-6844-4ab7-92f1-ccadef8824de.wav
six,data/ec803d9f-90c0-40f4-9822-2f85795efea8.wav
stop,data/63b7ee7a-db1a-46e7-bf7c-2c1f24af8346.wav
three,data/d6349c3a-23f8-4929-b843-b0aec1588aba.wav
tree,data/85cb70f5-ee36-47c0-8520-4fa9d930a779.wav
two,data/4bf6666c-897b-47ed-b221-6aa4b4528ced.wav
up,data/df6445eb-5186-4c13-ab8d-d16e1c36d825.wav
visual,data/ed179a02-43f1-4ae3-a610-0cbef1d85403.wav
wow,data/6cab57fd-c321-4189-b069-89b4f1c9215c.wav
yes,data/c074fadc-560b-404f-a314-bd5ce0ecf45a.wav
zero,data/4843963c-ee61-426d-881b-9eea9701d25c.wav
backward,data/d09ac8c7-837e-42d4-9cee-5178551c505f.wav
bed,data/3f752630-6b0f-499f-a2f9-b7a77a2cc6b5.wav
bird,data/1d0840cf-db32-4b0f-9cae-4241f8b62f52.wav
cat,data/b7b4287d-69b3-4058-b76a-e7891de99c75.wav
dog,data/00f00675-53b3-45c0-aaaa-5fc3fa4f56b8.wav
down,data/675e58de-ed53-4f9c-9b6f-e7e188ee397b.wav
eight,data/40f05d8f-835d-41e7-a5b6-88a1e2a49098.wav
five,data/63af1223-cb4e-4278-84c1-dcfcc34e55bc.wav
follow,data/b6594e5f-3234-410e-b330-51070809cd49.wav
forward,data/6c00a5f3-6560-4b0c-af86-1091b78095dd.wav
four,data/2009f4ae-d930-4416-ae25-6cb1c14c4831.wav
go,data/d03c49b2-003c-402e-b2ee-4cacabf561fb.wav
happy,data/f79032d9-655b-45fb-984e-75e8f6829d66.wav
house,data/ce9f9c2a-cc20-4e3f-bfac-63fb110afeb3.wav
learn,data/47c4b34c-917d-45ef-9569-ac58a4e7d747.wav
left,data/8ea68aaf-8c1a-4587-bb8c-695d8f5bba13.wav
marvin,data/550da919-8133-4338-b691-1983ab9a2b39.wav
nine,data/c5909c09-6af8-425c-a696-b676da87150d.wav
no,data/c42c167a-7714-438e-bbba-7520f6e55c7d.wav
off,data/f931924c-ae42-4c7c-9117-258d064f8dcb.wav
on,data/c4367eae-bcbd-4970-b935-dfcd73098925.wav
one,data/f1919b20-ad1b-45d3-ab2c-ef694e59a685.wav
right,data/d5213779-1bb3-4bc1-8c6e-ef8eb7dc33a5.wav
seven,data/f0ba83a8-c5e5-4422-be0a-a6fbc1c7b393.wav
sheila,data/f5de950c-009d-4e90-b85b-f45cdf1558a4.wav
six,data/79fe8768-707a-445a-aaa3-611802ef1442.wav
stop,data/4224eb5e-10a3-445b-b0e3-2320d1c3df54.wav
three,data/eb48ed3b-707b-403a-a04b-4703fa0edb6c.wav
tree,data/e4afc239-14b3-4153-bc20-893ce429d74e.wav
two,data/3b6a2501-d2e6-439a-b314-ad1110cc6d62.wav
up,data/64c44763-08cc-479c-baa4-82c790d2da25.wav
visual,data/bae69656-16d5-47c1-9337-e5f6ce3c8226.wav
wow,data/90e016a9-4eeb-45fb-aaaa-b8e8ca328734.wav
yes,data/fba87e7d-52a2-4975-9bd9-e5521081ae98.wav
zero,data/529451ba-b630-4a9f-9e35-e6167c8d03a0.wav
backward,data/fd4efbf2-2b9a-43e2-9b40-ccb17b79f8b5.wav
bed,data/c9f61bd4-a4cb-4593-99be-b1ed391170f8.wav
bird,data/9cc10bfe-5791-4c8a-943c-3df24634fbdd.wav
cat,data/957ce64b-b5e1-47d9-9635-5004a5f177dc.wav
dog,data/60929109-974a-4c33-8b8d-d8af48c9cc46.wav
down,data/452bdefa-8b9c-4bd9-a112-bd63f437720a.wav
eight,data/1e5e256b-0e2e-40dc-998c-6d1804d99311.wav
five,data/2f98e47a-4bc6-4bf5-a3a0-6347f2584d57.wav
follow,data/0321f4c2-8082-40ae-a806-a65e6cffec22.wav
forward,data/d001a1c1-6d0e-4ec7-965e-b25a4b2dc49b.wav
four,data/8ebed7e9-77db-484f-9ad7-c000e2a459a7.wav
go,data/d12e7515-89cd-4f8e-8dcc-8dfa241f22d5.wav
happy,data/ca59b75e-c81e-461d-90c5-f9415e255d8b.wav
house,data/a513b845-1848-4815-9ac9-5de6ac10154a.wav
learn,data/850bb3d8-ae90-4561-a644-a206086eedf0.wav
left,data/023f82cf-cbbc-4915-92d8-5199ecbe05b2.wav
marvin,data/a34b7738-c852-4bfc-8833-a77b7f056fa7.wav
nine,data/8e389e97-883b-43f4-ade1-7d663b86e321.wav
no,data/935ae623-d062-483a-84d8-ecc62d47caac.wav
off,data/7f653fe7-e0af-4818-b37f-cb69d4b1448d.wav
on,data/b52244af-1464-4a75-b50a-3570b66a7946.wav
one,data/9406b07d-734c-4cb3-872b-d735151b873d.wav
right,data/2c3bbbac-4e1f-40c2-9a3c-a095bfd7789f.wav
seven,data/53f9402a-9b46-46df-93ef-0a06fd495331.wav
sheila,data/3af2d492-ab9b-40e7-892d-0b6d1e1ac1db.wav
six,data/ebd9e0b2-950b-4c6e-a84d-0c3fe03c39b7.wav
stop,data/73f7087e-1bfa-4378-839a-e0b9c6fbb08a.wav
three,data/45fb0844-fb76-4912-a1d3-e0d16f675534.wav
tree,data/3d04505f-61ab-4e22-8606-072ed889c792.wav
two,data/87289118-f39e-4382-8284-4ead171372d2.wav
up,data/5af1d997-ea67-4dbe-afcb-1f96e15256aa.wav
visual,data/5e6df3e6-686f-46a8-9736-e09d9ce2a31c.wav
wow,data/3856c12d-0a7f-4993-9f7d-d1216beeca34.wav
yes,data/9ff01e75-1ab5-4ee6-acaa-2a8b6c01bbb7.wav
zero,data/17d4ff3e-a5db-4e64-be27-28ad791a63d1.wav
backward,data/208f2e35-0242-4440-abdd-3228c8624974.wav
bed,data/f500858c-b3c6-48c1-94c3-1f40b03a9fdd.wav
bird,data/2c11d9a5-ad47-4327-a502-6bced0f486dd.wav
cat,data/d5aed389-20c5-4735-8a1b-38ec86743874.wav
dog,data/f4ecfa1f-f1f8-4b01-8ad3-c34c37107399.wav
down,data/f8e29c85-1719-462a-a875-6cefda1aab09.wav
eight,data/0ab3271f-80a4-41dd-80fc-5ca188665653.wav
five,data/f4e4a446-344c-4ccc-b5bb-2e59d6e60a5d.wav
follow,data/4db5a05a-c15d-44dd-8039-5da488654e06.wav
forward,data/253cf971-c401-4065-8a6d-8afa7aa0d236.wav
four,data/e1207900-a8fb-42b9-b34c-437617ff05b0.wav
go,data/34f5bc9d-8cd7-4a7b-a3b4-4a090ee70bef.wav
happy,data/b4531692-c67c-4ad1-bfa5-642ac8d907c6.wav
house,data/f7217dd0-f387-4a47-ae9d-b00c18436aeb.wav
learn,data/ceb32b18-8070-41e9-94eb-5b49fb456a4c.wav
left,data/e3119a83-dcdf-4f9b-aeae-cb9c118880d5.wav
marvin,data/e690ecc4-8fa4-42d2-821c-90c4a47fb7da.wav
nine,data/64304988-c29a-4d95-9c4b-d555c0fa6307.wav
no,data/443f7f5b-0afa-4a01-9727-3e78ac53c670.wav
off,data/70a2e362-2567-4126-b64b-a7bea53db3b5.wav
on,data/b0228bef-f385-48e5-abc5-4c83e562ee8f.wav
one,data/6f00fa6e-9505-4b39-a914-25ebd984b865.wav
right,data/0046b403-7b11-4e56-8879-21a0e890a23f.wav
seven,data/703f6af3-80ea-4855-a8cb-b992d169ac3e.wav
sheila,data/2b18ed31-2a4b-491c-a4dc-192789aa7125.wav
six,data/8dd37985-a4cd-4814-9c72-ef9176714a3e.wav
stop,data/214c984b-d2f3-4be4-93e0-b2a31bb03072.wav
three,data/d1d0ad07-9229-40d1-84a2-67c186291e6c.wav
tree,data/21ec2a8a-7ac7-4cd8-b3c5-b3f3c52b5440.wav
two,data/63f192f3-c0a7-479c-88f6-c268563acaa4.wav
up,data/c4a5745b-076c-44b7-aaa2-88ab1d474199.wav
visual,data/0b64f72c-a78e-40be-bb7c-38ebe65b9db4.wav
wow,data/10bd3da8-a53d-4bb2-ad75-2a5a60c35f56.wav
yes,data/8d9389c5-5f8d-4729-be04-744c79538d4e.wav
zero,data/6c9b0da4-1dff-41f1-b1dc-b7a03c9100fd.wav
backward,data/e7e605f3-46be-4e84-b753-39a7b45c0314.wav
bed,data/55e28a21-d8ff-46d3-b776-0dcd06058725.wav
bird,data/a676ef28-32bb-4fe6-ae2a-dbf9193e4841.wav
cat,data/e1fd1c38-2fdf-45f0-8364-082980c2264f.wav
dog,data/6df81757-070d-454b-857d-e3474f73acfa.wav
down,data/9cf33bdb-6f56-4b8d-a826-1a3c354676d3.wav
eight,data/87035c26-d704-4be5-ad5c-952f4d1e74b0.wav
five,data/3a1b2b8b-bd2e-4819-9bb0-b0f9e526a8ac.wav
follow,data/094eeeca-2340-416c-9744-81391b1bc3fe.wav
forward,data/c50ccb5d-07a4-4b66-a03d-7d7e6d7b7c75.wav
four,data/cbc50d61-14bb-4488-b89c-510e6714524b.wav
go,data/92ac2cac-7e9b-42ef-91da-fabdc7b734fa.wav
happy,data/30eece38-0d79-40ef-82cd-075c9499ad6b.wav
house,data/c91c291d-95fb-4a91-8f45-b6cab0ee30b9.wav
learn,data/ed706e45-a0da-41e6-82c4-2def59b660ac.wav
left,data/8bc7639c-32d7-43c9-abd5-f52a4f523067.wav
marvin,data/49d44388-f07f-4754-9724-7cccf72497d6.wav
nine,data/4f046702-9bc2-4d86-9945-845b5c68f841.wav
no,data/ed896e85-ea66-4b13-8bbb-41d306976152.wav
off,data/bfae72c3-72f5-4c5f-a1ff-bfe6e08f4ff6.wav
on,data/ae46af5e-6905-4193-983a-842db1b37d7f.wav
one,data/56316822-4c6a-44a8-afd0-eaaa80e9c6c5.wav
right,data/8f078f9e-6c57-4e7f-bc4a-a8c569e0bbb2.wav
seven,data/2655154e-ee1f-4e1c-8803-92608c49d985.wav
sheila,data/ddb8a31f-ec81-4e17-a898-ab7b0dcb7b2a.wav
six,data/82278bbe-ffc8-4262-ab71-d88cc0d792e7.wav
stop,data/6bc70640-973d-4e68-b810-183da0c748d6.wav
three,data/f19b6eac-4309-48e4-8f6c-d9fa24e14dba.wav
tree,data/e90ea010-aa5c-4d76-97f4-756041c14130.wav
two,data/a7c62f3e-3e34-456c-ae63-e0e5711b60eb.wav
up,data/a5f3c1ef-2607-4fa1-b88b-c3b2a193a311.wav
visual,data/b917f266-9fc4-48e3-b8ac-62536f9c0dbe.wav
wow,data/073f4f0b-2319-43af-9134-fbc1a2a41052.wav
yes,data/b03bfadb-5906-4f31-b744-a901e44b451f.wav
zero,data/ccde2671-2289-474e-9ce4-dc6c0465d863.wav
backward,data/f87c539b-92cd-4e6f-852f-dc1a255d07d1.wav
bed,data/8ad7cf42-255b-49e3-9bfc-ac132da0a0b4.wav
bird,data/e429c2d8-de3d-4177-a369-572aa28a32b9.wav
cat,data/b82c1263-abf9-46a9-bb52-005da0a4c7f7.wav
dog,data/a172fd8b-d2c9-4c23-a413-60e27bd554be.wav
down,data/ff4a5670-8194-4e0e-abe8-c6dfb49f5099.wav
eight,data/024ce214-57fc-4add-bf00-9d1911d5a7c5.wav
five,data/e810afa7-72c3-46ab-9d01-cceb2bb28cec.wav
follow,data/41de91e2-1e64-425a-b496-140333fa3cc8.wav
forward,data/d7d6b6b5-e256-49b0-a3ad-983d9b527f40.wav
four,data/f426ee7c-bf00-461b-a5c1-ad638d3a17cf.wav
go,data/9c9554dd-9acb-4cba-acbe-717c63bf7973.wav
happy,data/3de4dac5-0027-4e07-b1b0-be50d55db239.wav
house,data/fe4e5a09-0267-4064-bf96-4baca9dc9d32.wav
learn,data/57351a8e-858a-45a2-a836-ed22672d7944.wav
left,data/6f7e0ead-d5c6-40c2-853f-9bee600195ef.wav
marvin,data/abb3b040-49bf-4916-829b-d0a2df3b781b.wav
nine,data/6e3708c2-ead1-492f-af0c-787b1b67ad90.wav
no,data/33e6a9cc-3229-4b5a-99c0-78b1c3e8a375.wav
off,data/4f2f60d7-9c43-4f6c-b439-2f3688714485.wav
on,data/e0d50113-8bb0-4276-a173-06fcf722847b.wav
one,data/8f89592d-bdd3-4e5a-97e2-80b2112d3c3e.wav
right,data/2d0ac29d-e6a1-4ec8-a719-4619e4c10bd7.wav
seven,data/df14d15d-2d49-4cfc-bee5-bb90dba4ea92.wav
sheila,data/7f0cf762-706c-46db-9cf9-b9ca7714aa43.wav
six,data/02ba9541-a938-458c-be83-3d1d4dfe2f95.wav
stop,data/8e24795d-9007-4003-921f-e9504233a4b5.wav
three,data/c3c71499-962a-43f8-89c6-5ce0d0d90aa7.wav
tree,data/7d0609d5-c88d-4386-b6c7-2c3031418f64.wav
two,data/754c7957-72f3-40ef-9643-2788c60fb368.wav
up,data/eb8d704d-bf5d-484d-a7d1-0d08ac586c23.wav
visual,data/40d60036-ab10-43db-83a5-8e021c85452b.wav
wow,data/479a733a-608e-4418-a86d-69fc523724b1.wav
yes,data/d1db5b7d-e04d-4fde-a612-0d4f466a7bde.wav
zero,data/9053980f-830b-4cbd-8eda-81aa7c8ee2c3.wav
backward,data/cab626dd-4301-4437-a17f-4992d6e4f83c.wav
bed,data/ae80a651-4f41-4e0f-ad0d-fc0ce7620ce5.wav
bird,data/09fda6af-9da3-42f6-89fe-451a017643fd.wav
cat,data/b7008abf-f29e-4806-97b6-6927c7df855e.wav
dog,data/3bb2b8ab-0e2a-48e7-a089-e8f486ea79da.wav
down,data/36aedc53-ed6b-49ce-b638-fe792c4e47d3.wav
eight,data/cea065f3-b77a-4319-83c8-9b2a45bb976b.wav
five,data/35e92df5-7969-4421-a13e-416a33c84f19.wav
follow,data/08a0d360-b7ab-423c-838d-b2f9b1b4afa6.wav
forward,data/398ddf76-18a5-460e-96fa-34ea32e1020c.wav
four,data/6732f43a-66dc-4b7a-8f87-d2c81272df92.wav
go,data/dc157281-761d-436f-877c-b0febc26932a.wav
happy,data/19ec6ebf-406f-4b7d-9af5-7038abb254c4.wav
house,data/3c6431e4-9c39-42a9-b776-8816a7851cc9.wav
learn,data/019be3cc-3239-4430-b90c-3d516bbb392e.wav
left,data/f78fc85b-655e-4517-bde2-22216fb5b6e0.wav
marvin,data/703406d3-4623-463f-8586-e577761e17ee.wav
nine,data/82e1263b-e4a7-4eae-b126-f05b4a3c7be4.wav
no,data/c10b3de2-c95a-49f7-ac41-8d4b044c559e.wav
off,data/3ab80dfb-fbba-4f71-8bad-1be86678749f.wav
on,data/48917231-c061-4807-ac09-0e1f89a45ef9.wav
one,data/f0724ee7-2847-4df3-bc16-ded87e409de0.wav
right,data/cb92a8eb-7a9e-4e23-bc1b-6ebbad4ee8e4.wav
seven,data/6444e008-836d-4656-b8e0-75888931b87a.wav
sheila,data/b6c16c05-a901-4001-83a8-4498e3ae2039.wav
six,data/6a976123-326c-4736-a70c-8816a3d5348b.wav
stop,data/812b0b53-a870-4cb1-8487-ce40927714da.wav
three,data/a587a65f-9177-4330-bf3c-3ac2c802faae.wav
tree,data/b67d2492-3683-4d23-8b11-125f319397b7.wav
two,data/4717d231-100d-40fe-abb0-31bd4dd88693.wav
up,data/12f1339c-7fcb-4679-b179-3b72f2be6e27.wav
visual,data/c763bada-545b-47e4-ab22-1bd90f1a8529.wav
wow,data/79f3348d-1bad-4e33-acb4-0f1754d992ac.wav
yes,data/8b967c42-6cb1-40f9-bb58-0d0b06e086a4.wav
zero,data/9a6ed680-9533-4fdc-b730-689d503c2603.wav
backward,data/c013fc5c-b9c5-47f8-9af3-f7c6514d8db2.wav
bed,data/467e8c87-e3ea-44d4-8894-aab4aeed2fa1.wav
bird,data/4d97447b-2464-46a2-89e0-47abfac31707.wav
cat,data/4c7a80dd-4be3-4f6a-9424-49dd1ca58ad6.wav
dog,data/663f5d36-dd72-48a8-8435-2eafe8239109.wav
down,data/764cee88-17b1-4ae4-896b-1b4f473ae684.wav
eight,data/85c22926-2668-4a5c-b7c0-77c1ad614900.wav
five,data/469d40b3-41e3-41ba-b592-93c902a1faf0.wav
follow,data/3414ac43-0251-4394-b114-60e40d1cd5ee.wav
forward,data/ee2b5992-dec8-4780-ba06-dd7338fc7820.wav
four,data/3a6332f6-6213-49d9-a052-f90476f39052.wav
go,data/3611110d-7038-453e-ad66-83cc55b5b5fa.wav
happy,data/334e0cfb-40fc-43a8-9241-409dc13c8d2c.wav
house,data/643f9fd0-822e-42df-a036-deca73b057b1.wav
learn,data/3cdae655-8768-447c-8120-95728d78d5a9.wav
left,data/2554edeb-b899-4fbc-83b9-71da96ec206a.wav
marvin,data/4b41e173-d62a-44f9-ab4d-2dca4ef4af48.wav
nine,data/bf9a768d-ceeb-4028-b9ca-9e1e6d5d0f4b.wav
no,data/a55f6902-af46-49c2-b322-2d7e14c413c5.wav
off,data/1d688758-cb1c-4375-a205-0956bc2251e1.wav
on,data/99337535-1e03-4de6-b218-2e4df527cb5b.wav
one,data/64bd5634-ad2a-4c4d-8007-b25882b0928a.wav
right,data/982c3082-9882-4769-944f-5636c3a44b2c.wav
seven,data/1dfe81ce-9833-4c1c-b146-e3026177c0a3.wav
sheila,data/df3157b6-188e-4cec-a9bb-d60499bdf0ec.wav
six,data/8f5cea5d-0d1d-4863-bab1-4653ab9c9c86.wav
stop,data/0dc67967-3843-42ee-aab1-75e39332f9a8.wav
three,data/a06ebf4f-3afa-419d-816c-8cbbacea6eef.wav
tree,data/d9729b86-2a13-49f5-8732-e458aa10e4b2.wav
two,data/54d58ff3-f9d1-4c0c-a9f1-f9aea5f3fcbe.wav
up,data/faa1ed02-ecad-4b32-a059-b72a67ea5cae.wav
visual,data/4c6de09a-d657-406d-95a5-be3b27e4d751.wav
wow,data/f404c8a4-6843-4b01-994e-4b5ddad40d4b.wav
yes,data/2f6b1d88-9934-4ee5-a327-a6b91a80d3cc.wav
zero,data/050b9fc0-84f1-4ff4-9ffb-6a781c7a251f.wav
backward,data/8b1db9af-b60d-4f27-a356-ff0a9d8392fa.wav
bed,data/d6c42479-d42f-4a63-8c72-3ed56e0d6201.wav
bird,data/6a34aadd-6a0d-4ece-9188-8a16d7229bb4.wav
cat,data/778e7c58-a28f-44e3-9094-0ba32a4af9ad.wav
dog,data/f1b61ef4-220a-4338-8235-f62bdcc6683f.wav
down,data/2ba5b46e-d511-4692-9f64-88f373b21bb2.wav
eight,data/fabf1fce-5d77-48ad-befa-66fae0b5b3de.wav
five,data/c3d059a1-ed29-422c-9d88-a12eb6841369.wav
follow,data/9f87acaf-3f30-4d82-aba6-ac9150622887.wav
forward,data/23ce1ae7-b2dc-4f2f-a20c-536df6e84eda.wav
four,data/481e22df-7796-4902-8c7b-f539b375ee2b.wav
go,data/03507875-d2e1-470d-9229-a529e2b3ba57.wav
happy,data/b14aeb14-4eb8-4770-924a-eda5c96e5ab2.wav
house,data/4aa37c2e-0d19-4409-86bb-acdee943ea75.wav
learn,data/345de976-d339-47ad-b1d4-d0a0a372a1cd.wav
left,data/832130b1-388a-41f8-83da-1276d2b14267.wav
marvin,data/20c05db6-3ff1-4e31-b6f8-778c7d5dde19.wav
nine,data/1a8ea8a0-dd34-4bdc-89f8-6c4b89dc4664.wav
no,data/ca459862-1d99-4285-8c20-5f263e378833.wav
off,data/3cef9841-3f9b-4f9f-97d1-8fa09743d3f4.wav
on,data/f848e366-536a-4463-9083-64d1ea5527bb.wav
one,data/620e2663-3dbd-4d5f-a3a7-30b20fa73b34.wav
right,data/7e498476-bb41-4cc9-ac7d-23add5ed4ff7.wav
seven,data/65f90bfe-621a-47a3-8e9b-3718b7d76c45.wav
sheila,data/189985a6-f2be-4d0f-9071-5f81206a760a.wav
six,data/8f5b449c-8181-41e2-844c-789f94118d96.wav
stop,data/0f5c8a82-c424-4227-8c8a-529e7bd6128e.wav
three,data/1a61bf18-fab4-4b07-af10-b584f9cc3b0c.wav
tree,data/debd1a92-6037-4740-86e5-0125f819efac.wav
two,data/48eb1cb3-2bed-4de4-bc1d-fe292eac2354.wav
up,data/187a9cf7-95bb-421c-a94a-964c0637cd76.wav
visual,data/fc2e9f94-91f7-4799-bf18-20b5b253c138.wav
wow,data/1e791b24-c0c4-49e4-9600-b9797dc83d25.wav
yes,data/2cd75a7b-d06b-4d32-9630-ad6f0f3b21c0.wav
zero,data/7cdb5b73-8212-4c2f-995a-bbdb48f0138b.wav
backward,data/537226d4-3db7-4538-876e-4dfd962d7713.wav
bed,data/aa2e2e4c-9345-429e-9bce-739116d2a0da.wav
bird,data/1445e77a-1abd-44fe-a738-209a8573b979.wav
cat,data/90dbe660-8d97-462f-bee8-b69a11714b02.wav
dog,data/dec2daa1-fbaf-4366-93d3-129b0f727c6d.wav
down,data/268576f8-6cb3-48e4-84e5-6647b00695b5.wav
eight,data/351e9426-0a20-43e8-b6a2-31c54454fab2.wav
five,data/357f08fd-1cf1-4f62-884b-2d4792f22f2a.wav
follow,data/9132e712-cb03-40dd-9da1-5e0d6c255f7f.wav
forward,data/49121fa7-265a-453b-be1b-3a933c5d185f.wav
four,data/0203ac22-3c19-45b7-a4f8-7a71a01b4e7d.wav
go,data/43e56c50-fb27-4f4b-b49a-2784ec9871ee.wav
happy,data/81bdc0ec-e0f3-453d-acdf-6b1b128ff56d.wav
house,data/b108c0c8-3c03-44ca-87ee-9e1a194d86f4.wav
learn,data/e8cc27af-d90f-4c02-8191-97954654581c.wav
left,data/5b858ec8-82d1-4b2b-86d9-45a423e8ce98.wav
marvin,data/1f1316a1-eab0-46f6-9827-6582daa9de2c.wav
nine,data/f1f86ea7-e9ee-4245-a808-7298d132c257.wav
no,data/dcc9fc0a-d8c7-4a81-8ada-65f3d6084c85.wav
off,data/4d874ea5-2e48-489d-a34e-9753648ce6f7.wav
on,data/25a071eb-3b65-4902-a986-8fa53d5dc954.wav
one,data/d1b0a5dd-e16e-44b5-b876-ae1da9e21885.wav
right,data/7cfd6030-8033-40a5-be2f-7423230a5ed8.wav
seven,data/22451ca7-67a2-4e7c-863d-e625701e716b.wav
sheila,data/4957dae6-7410-4d85-9755-ea572df2c2b2.wav
six,data/40aebcdb-dbb0-4751-b49c-389d2cadccc8.wav
stop,data/96219597-e6a5-4da9-a92b-076e3d4671d6.wav
three,data/2bf2535c-f052-4d82-bc51-fe91b0de9340.wav
tree,data/59a42e9b-fa0d-4a0d-a131-28fad0a882bb.wav
two,data/37623026-5a93-4f97-96ef-f53cbada15a7.wav
up,data/8bc56cde-5219-4c86-af9e-f3f7319a1b7b.wav
visual,data/8124e5f8-9d26-4592-9445-82d1fd0a0e86.wav
wow,data/cbaa4d78-2c20-496a-8f9e-8476cd9ff611.wav
