four,data/6d166edf-91ce-4910-9c9e-f18029156883.wav
go,data/62da3a71-98cc-4629-aad4-a03425decd31.wav
happy,data/ec2c8c37-a902-4f5a-82c5-b58d153b8b3f.wav
house,data/40cb0302-15af-4a09-9216-3a0a816d4a2e.wav
learn,data/c7e8a2a4-49c1-4859-9663-2ca97a65ade3.wav
left,data/e975fcbb-5a3e-4084-9302-0d35eb6898dd.wav
marvin,data/a8e79861-342c-41d9-b71e-5a3893be656d.wav
nine,data/d9d1f84f-38b3-40f8-ad63-c06f57ed84db.wav
no,data/c5141367-b357-4679-a5fc-cb09ec9e1824.wav
off,data/2ca05cf1-bfc3-466d-b714-7f52ddb3f637.wav
on,data/7cd625f1-e58e-4728-807d-b8ad2d689468.wav
one,data/e6154d02-3d39-44ba-9d7b-6342c251f12e.wav
right,data/3d03a18c-f420-4122-8541-aa45d32ea6bf.wav
seven,data/60a74662-3e88-4e05-8031-f42fc0e1dce4.wav
sheila,data/9e21d297-01e2-4bcf-8699-32693983dd75.wav
six,data/413c2c8b-ce0b-44cb-b03c-85c334276e9a.wav
stop,data/3b2c0217-cac4-4324-891c-a6b3a50747e4.wav
three,data/9aaaa61d-8d76-47df-9f28-96f8af7a93e3.wav
tree,data/6b12bc6c-b031-4814-be0f-773f970cf50d.wav
two,data/8513b9e1-51b8-4a4d-9f93-ce1bf1bd743e.wav
up,data/24d08189-7e3d-44a3-a40e-1285604c3357.wav
visual,data/272f5a70-11d8-4cdc-87a0-56e6f7d4e8b8.wav
wow,data/dcdcdbb1-e609-43c0-9eb5-4bb4d170a5a8.wav
yes,data/3f867a84-65a2-44d0-b555-4cae09a25b49.wav
zero,data/57e7d0e7-58aa-4f7e-b5af-266e1a778f25.wav
backward,data/621e1acf-be31-4136-9c43-f0e5e4393a84.wav
bed,data/05223458-4e38-49db-bbd6-aace3550d2d3.wav
bird,data/bcf9393f-4fcd-4e7a-912f-9fd35d1cf16c.wav
cat,data/e3fe2104-f258-484b-b194-0f57fe41545d.wav
dog,data/d0738f7f-56bd-4a32-af94-0e6d07a25860.wav
down,data/b0cfb864-e4f8-48f4-bd87-0749c7ff851a.wav
eight,data/ce5ad994-2489-4e58-ae75-487bbd26f98e.wav
five,data/f05c29dc-4c42-4fda-b5fc-1d81d512e656.wav
follow,data/9f930835-7d99-46af-827d-4a0d72537d30.wav
forward,data/b7a3d9db-b879-4da2-bbd6-3174d965049a.wav
four,data/4712d0ea-517b-4c08-a38b-3acd3292e463.wav
go,data/529022bc-10d6-4616-832a-323b27edae27.wav
happy,data/2f29242f-5911-4c18-807a-9e212eccbab4.wav
house,data/d150f418-077f-4e83-b02a-7aba47120edb.wav
learn,data/6e38a776-7353-4e83-812c-1c4f124a6772.wav
left,data/8c729176-54e5-4096-b1f0-4e40513fcd0b.wav
marvin,data/30e66591-8b39-417d-9c3f-c24b9809baf2.wav
nine,data/ae9f55c0-cc70-4fa0-a254-2d102af789e2.wav
no,data/06c657f4-d3ec-4516-87d7-a82e32827df9.wav
off,data/bb146b2b-2a2a-4c2e-96ae-0e2fd94331d6.wav
on,data/bb014abe-41bb-4294-9628-6f979dc7109d.wav
one,data/1847d51b-87f3-41e4-888d-399c4afb5736.wav
right,data/612a0560-f83f-470f-b12f-13fae9252e24.wav
seven,data/2c5df116-639c-4faa-9a4c-6c6565f51c3a.wav
sheila,data/99c0d4a4-e6af-4f59-be10-3e0379bdb0f8.wav
six,data/48e47140-a2de-4abb-adcd-80d6c5a8d106.wav
stop,data/7f7bac19-212d-4886-93c5-cc004b296280.wav
three,data/6b3e8954-5e67-4138-9fce-24f5a643a7b5.wav
tree,data/401a3123-a4a1-4713-b765-7c14f407e9dc.wav
two,data/c049f8e5-8a3b-4384-8736-b25506c15f64.wav
up,data/a2164848-9d23-43cc-a860-48a6a5b52548.wav
visual,data/435254c4-c89d-4914-ac55-eb567fa74603.wav
wow,data/78815420-3bf8-490c-b499-b8fd16a46805.wav
yes,data/6e25d844-2403-4826-bf5b-5f108bc7a955.wav
zero,data/7771e56b-691f-40a3-ae1a-ba451132707a.wav
backward,data/4610643e-279f-4a9f-a328-82483dc86d99.wav
bed,data/814fd1cf-c791-44ae-89b6-2d4f806b30fc.wav
bird,data/ea6ff2e2-4302-4d00-bbc3-80da9878f87c.wav
cat,data/7c79919e-66fd-48d3-a4d8-714483111ff4.wav
dog,data/a33007b4-0ffe-4dce-a153-2ac91c778dc6.wav
down,data/7f5a64b4-5f55-47d7-9afc-a162725ec26b.wav
eight,data/037c01a9-84ae-4e1f-8261-87200bbf73d2.wav
five,data/972c774e-2eef-4cce-b0f9-cee0e5f0b509.wav
follow,data/b65544f7-aca3-40ab-9a86-066c3c9f7e6c.wav
forward,data/7d07bb5b-c2f6-4983-abd3-b9d63ea9dfef.wav
four,data/d94fe446-bca7-4455-a274-8c37560d9ad8.wav
go,data/f0c2ff34-e696-48c2-9908-fa3e699426b5.wav
happy,data/b31eb29e-a64f-4a99-9f54-ed970f628d0b.wav
house,data/c19ea572-332e-49bf-81d4-ff970165e162.wav
learn,data/bc556152-d9c8-49bd-91e0-b09228d99cda.wav
left,data/fce042ce-de9d-4669-a577-9ebca88e2859.wav
marvin,data/09db0627-251c-428b-b331-30da213ba062.wav
nine,data/ac6e2706-485a-4a6a-ae2f-072c7ac38d27.wav
no,data/93a57cd5-7060-4996-ac88-739089253dc7.wav
off,data/244c38b3-1d8f-4f4c-b1d9-aa31ccc32ee7.wav
on,data/0b035d9e-64bc-48c1-8228-63299ce0a2fa.wav
one,data/80644ed6-3732-4d57-96cb-7ca7944e2a4f.wav
right,data/68db6f84-68d8-4e03-aee6-50aeda33548f.wav
seven,data/8c7127db-1f36-4162-b08f-eb221644c4d9.wav
sheila,data/e9e542f6-d5b3-4881-bfdc-3767b2a3e68f.wav
six,data/f8d6de29-9c7e-4af9-bdc4-d457e5fdca01.wav
stop,data/c9943e78-8c98-45ef-91ae-4e93680b3a6b.wav
three,data/b5ffc5f4-4775-4316-a595-e2a4783a8544.wav
tree,data/a88660fc-ccd1-4822-bd98-6548ce6144cb.wav
two,data/81d492ee-690d-4d4e-8f5c-a0cec707056e.wav
up,data/c71b33e0-f926-4c52-a0b3-9da92579065f.wav
visual,data/e69f1a7a-41e3-4519-96c1-768b634cf4d6.wav
wow,data/a339e9c7-be1f-43f2-8c36-844937e64ba2.wav
yes,data/2bde4843-193c-43cb-b4b8-74d87a3224b7.wav
zero,data/22c840b4-c12d-4694-99a9-fb9e6312a73a.wav
backward,data/ff914ef8-111a-488a-8de2-79490ac9d5cc.wav
bed,data/da78b7fb-3e5c-4059-afc7-d49a7ef57fc8.wav
bird,data/f63b59d6-e742-4938-8a5d-55047b59866b.wav
cat,data/3caab12a-f7d7-4ef0-baad-ff945f9db5a9.wav
dog,data/165cee59-37fa-46e2-92fd-9c08cbab72bd.wav
down,data/66eed45b-a78e-40c1-beb7-1ae258c0d541.wav
eight,data/cca2035d-cfd1-4fd3-a568-000937d5b63a.wav
five,data/cb4d16ae-6430-4468-b947-8fa0d48b350d.wav
follow,data/a08272ae-7eee-4020-a262-aa02decb2099.wav
forward,data/9f6ac8d8-34b2-439e-a8b2-39a94dc0a171.wav
four,data/89efea36-b3c7-41ee-b2e2-f4b73d0c36ab.wav
go,data/7909b97e-7dc6-4c2e-9ab2-029ee227f164.wav
happy,data/be8f06ba-d5c6-46a1-a12e-88cc52e8f3d0.wav
house,data/2e78bef8-30f3-4762-958b-3861d0a50012.wav
learn,data/b43b1785-c774-4d35-9585-a81a4680f38c.wav
left,data/a387a48a-ed4e-4d88-b971-cad064b71bcf.wav
marvin,data/54d4c97b-0f37-4539-9a5b-4f843c7b4319.wav
nine,data/ea70c680-6489-432b-9e94-6e3ddbe103e5.wav
no,data/3bdc8cb6-39ee-4dfe-ad78-7dd50d42c576.wav
off,data/7b560f09-02d6-4d50-9523-335312dce840.wav
on,data/6cf20408-a7cf-4066-b658-197b554f6f93.wav
one,data/274f42c9-daad-40eb-b816-6af0b65b63b9.wav
right,data/b5afac8f-aae6-407e-a701-ed4aa49f6c62.wav
seven,data/814a9c63-83d2-46db-ad77-68781ef0bc15.wav
sheila,data/1d61a855-a1bd-4308-8684-dafd2f20d188.wav
six,data/cd32c37e-5af6-4d9a-b8bc-d738a0416b05.wav
stop,data/4dd3f80c-e8be-4a8b-b02d-269c09e94e65.wav
three,data/68fb9231-abca-43d0-9570-82a658912a25.wav
tree,data/edc9d8d9-eef0-47e1-bdf8-2a7630d7f94d.wav
two,data/e195abbb-7d5a-4eda-aa1d-a740159d5e83.wav
up,data/2e76dc61-0a12-4373-a31f-c61c5b26d518.wav
visual,data/871ed652-941c-4dc0-94d3-5715d53f0862.wav
wow,data/8cd0e057-39f4-40cb-9992-81720bbf836e.wav
yes,data/7b119b73-6037-4c40-9dcf-82ee7676f65e.wav
zero,data/535039fc-4ec6-43ba-94ac-54c6ee8f176c.wav
backward,data/4bb2497d-3ca8-46bf-abb5-45a367092338.wav
bed,data/328dc750-d8c6-4866-9e90-b92e8f99dd1f.wav
bird,data/131b07e6-24c6-439f-a564-54cf2dddb847.wav
cat,data/6f188262-b652-4b6a-babe-816a1e1f941a.wav
dog,data/a237e4c8-9856-4e7c-8d52-78e48b5cb16c.wav
down,data/c657fe67-0941-4e66-8f48-2b6959588f6e.wav
eight,data/861b2ee3-60aa-4759-a59a-bd2e0016fb5c.wav
five,data/aaa62385-d59f-4476-8c86-9a6b662bb62e.wav
follow,data/e4ecc8a5-5484-48d4-b26e-dd17fb0c39f4.wav
forward,data/17a3042f-51f0-4623-87fb-fdd3a3e445a3.wav
four,data/460ded1a-3e65-4e79-afeb-aa417afa27ec.wav
go,data/20eca339-2d30-4912-93c3-1e76742b22ab.wav
happy,data/c9565011-aa6a-4427-9a2a-8dc36acb4f23.wav
house,data/ec71bfcf-7791-4906-9d46-47126c216363.wav
learn,data/6ee7c39a-fce2-4505-93cc-1a39d1a8f507.wav
left,data/ba8bab17-5471-4bfc-89c4-897a0b43713d.wav
marvin,data/9092d932-5421-48b7-8ddd-ce63ae328ee1.wav
nine,data/6b7af5d6-f700-4554-abb4-577c99dcd774.wav
no,data/3326402a-5127-4f18-832e-5cf3960ab198.wav
off,data/adff9004-f56c-4d35-839e-c3b02fea4cb1.wav
on,data/8fb4564c-b9f4-41b7-bf7a-0353534b3fca.wav
one,data/7a23b4c0-5539-4a12-aeeb-62233d882adb.wav
right,data/c640cf0c-8cf2-45e8-9588-a69b1ece3171.wav
seven,data/10383b03-0a62-439c-a767-fd643cc5237e.wav
sheila,data/ed425cab-04e6-4403-941e-d3dba9a74a5b.wav
six,data/dd2a06fd-ac96-4e5c-a9d1-cf539448b676.wav
stop,data/3c736fe1-6ca9-4682-9644-a2376466e175.wav
three,data/eaa4ade6-f0fd-4f89-a942-e202f9bd3b5e.wav
tree,data/c418d9b5-acd2-4dad-8b00-1f6c86567c2c.wav
two,data/36cd7d31-7355-414a-9c10-49eff42e2683.wav
up,data/b02472e2-8ad7-4c78-aeaf-4a024fa8333d.wav
visual,data/51b118d9-b099-4e35-a599-f8d2eb0ab75e.wav
wow,data/0d8d0db5-cd06-458b-baf4-2a00474197c5.wav
yes,data/f0141bd0-4cd3-4f7c-8d3c-df2be35f5926.wav
zero,data/671d0aa7-b625-440b-84f3-aa72df29c482.wav
backward,data/7d854f50-ff7b-4ac6-8d41-ef1a48b76563.wav
bed,data/fe256aa4-1673-41c5-b5d4-65b4482f9bae.wav
bird,data/64cada13-d2ed-4e18-840a-39937e1c7e5d.wav
cat,data/dca04f79-ea51-41b4-a88f-961418f67f63.wav
dog,data/cf25ba66-54e1-4792-b364-dacb4248b737.wav
down,data/1481bc17-03f9-40ba-a072-3a5cb84e33fb.wav
eight,data/21d7b5e4-de8b-44f1-98fd-d2ff616ec52b.wav
five,data/abcfc9ab-7898-4a42-848c-c4312023837e.wav
follow,data/29029e59-4714-4b43-8373-446a610bb47f.wav
forward,data/232273f0-4646-4398-8d72-c2f2bb823d48.wav
four,data/54112bc7-d68b-4b3d-b6b7-9e76327d4efc.wav
go,data/0527dc46-496b-4a4b-a381-2367495f43e1.wav
happy,data/9162873d-02dd-4292-b3c5-85b62b8bfcf1.wav
house,data/e9f427fc-5209-479b-84cc-700f0b35149c.wav
learn,data/0c5d13b2-6384-45c6-abc1-eda8ecefdc41.wav
left,data/a0ab0c59-5d73-4f55-b84f-3990a081dd10.wav
marvin,data/574de255-babc-4b15-be8c-5f17f1dd7f19.wav
nine,data/a9a30228-c2fa-4fb2-9e41-3edb551de520.wav
no,data/30a24725-73a7-460e-90d1-331147daf2fc.wav
off,data/0b25a5c0-8a69-4744-a0bf-a8a06e59966a.wav
on,data/4e657c31-f6d6-41e3-a696-f9efaa7422a5.wav
one,data/73b10d81-d54a-4dce-ad75-ecec47b50b59.wav
right,data/0666935b-9254-4bb4-bfc5-4fc8b5eb5b2b.wav
seven,data/4d633835-5783-4a32-a1b0-4b1ee550f513.wav
sheila,data/cc2b3ba9-fd9e-40e3-852d-921901775ab0.wav
six,data/7dc4a8d0-71ce-4304-9507-441fa4324015.wav
stop,data/e9ba0ff9-316d-40c1-aa69-9deeff27caba.wav
three,data/255dfef7-6158-4bab-9815-963478ed3a38.wav
tree,data/db660721-80db-4ba4-b401-a8a50d8542c8.wav
two,data/b0c2de2e-a44e-4195-87eb-b2681b3c6813.wav
up,data/da3713db-efc3-4f79-911c-8be70ac9a237.wav
visual,data/8ca3505c-3ae4-44d4-bb54-e51438f1eb29.wav
wow,data/8d4438d2-1d18-4843-8b00-9a5a358a8f95.wav
yes,data/0b141d6e-c99b-4afc-8e25-c104bf57e70e.wav
zero,data/8ff33066-880c-40ed-960b-4e8c0ba868a1.wav
backward,data/4b91a976-fd38-484b-8996-c0eeeaee96e6.wav
bed,data/7607d42f-3ee4-4fb3-a327-7f3390f7ab78.wav
bird,data/4af3af16-1554-4276-922c-97043ca96871.wav
cat,data/4bb800b1-ecb2-46f8-b0ff-79639e5f7958.wav
dog,data/1af53e03-8e0a-46ad-a0d1-700647e0168f.wav
down,data/ae582ac4-0e23-461c-94ce-de1c3dbf0912.wav
eight,data/031aee2b-ee52-43de-9972-126f4a8ead46.wav
five,data/2a6fe6c4-01c5-4f4a-a0e8-9289a891e144.wav
follow,data/1b5fe6ed-59cd-4f87-82a1-561d2111d0ab.wav
forward,data/4ba324b0-0f28-4c89-b919-4274cb25d89f.wav
four,data/848098f2-b437-41e6-b5c7-52f515b651f9.wav
go,data/b4024e66-42f7-4882-8bb0-96d6a6b7b75d.wav
happy,data/c319d11b-f0cf-4c06-b50e-1e7d55522820.wav
house,data/9602d885-dd4f-4f57-9f23-eaa027893b7e.wav
learn,data/f873f540-39c6-4810-9cbf-14d68be6df56.wav
left,data/46f92285-5b28-4e6b-abe4-6f8a04de925f.wav
marvin,data/296f2088-7a07-4772-81cb-ee8c33dad72b.wav
nine,data/6355a240-7d72-4ff9-8c1e-254db5fc4d51.wav
no,data/6f00803d-07ed-4fb8-b149-7e702c1ac502.wav
off,data/5e821fcc-e19a-4ef4-9adf-0b91ff1d35fb.wav
on,data/ff0ca402-b367-4142-95e3-0fa61bca2a5a.wav
one,data/24360dab-1fc1-4d35-9038-36c8adbe4461.wav
right,data/6d6e42b9-18fd-436f-8b32-eda37a1c9253.wav
seven,data/64a126e9-415c-4684-be66-ac1295f5cc15.wav
sheila,data/e22ada06-6db8-4055-92a0-900ba10b75cc.wav
six,data/7ac119e4-d3fe-4022-a179-735ed99e4d49.wav
stop,data/396ec032-35b1-47da-b8d9-86375587f29f.wav
three,data/0d9101fc-d5f6-4cb3-90b9-263ba8909a6a.wav
tree,data/3d213ec9-2ed8-4529-8647-29459282d6f3.wav
two,data/0627ddcb-8b1a-477d-a5fc-4543f49b570f.wav
up,data/1aa9af92-8897-4bbd-b5f0-ecb27c942dfc.wav
visual,data/4981b84d-9f7d-429c-8bbf-a6e9dd113101.wav
wow,data/8e46cdf4-8de9-4ee3-a6b8-4b35685c28dc.wav
yes,data/7a21f427-9931-43ce-a1be-635ab029f4db.wav
zero,data/79ffe04e-996d-4742-80cc-ba4176e8cdc0.wav
backward,data/91929436-968a-48e5-bd03-85ce00e2087c.wav
bed,data/5674d744-f1c0-407e-887b-1a8585f54a02.wav
bird,data/3eb5ef19-d79b-4cde-b0ff-a7b284626032.wav
cat,data/ab63842c-6e96-49cc-95f9-029f87862383.wav
dog,data/7e82234e-abbd-4a51-a993-518d0222ffe2.wav
down,data/f16e326f-1cd8-4d24-9b34-f054d8ea8e6d.wav
eight,data/52aad71f-144f-4d52-a34a-2d06da6e310d.wav
five,data/26f9c8eb-4fdf-4bdf-bf4d-ff5bb0863620.wav
follow,data/cd4a5788-f428-4700-8275-a5def73029d8.wav
forward,data/284aa5ab-805e-4f57-9ab0-06ba11896b30.wav
four,data/6d1daf84-299e-4a68-99f7-ca706881b176.wav
go,data/cb1fe8ed-660a-4398-9a81-5c8e0ccee9ba.wav
happy,data/4423d052-05c4-4e39-a2fb-d297a78d8d06.wav
house,data/6546a47d-7495-46bc-ade9-cc6bfa11520e.wav
learn,data/29ed393a-e76d-4ea6-86b9-9f776f86bf9f.wav
left,data/7d8841ab-6335-4d07-85e6-f9321bc7449b.wav
marvin,data/6632a1c4-918b-42c9-9b84-f9cccfb0309b.wav
nine,data/b799da48-1cd6-4497-b47e-a806ddc027be.wav
no,data/874c9630-04c2-47aa-b2e9-d5927a986410.wav
off,data/ac9e9472-e236-444f-871f-00d887b09974.wav
on,data/ffa2d440-be2b-4566-9dad-0a91d77ac272.wav
one,data/f2b4f6a6-977c-4c64-b7a7-06b8d5d84ea2.wav
right,data/0025dc1c-1853-4b7f-aace-7e0d6ec8fc75.wav
seven,data/f4da87fd-232a-4970-947c-6365dc2f8e1e.wav
sheila,data/e8a6ca9c-78dd-4cec-9d61-72147e54c8af.wav
six,data/105329f2-9a99-4449-b2ac-bcbbb9eb08cb.wav
stop,data/ea177299-c8b1-4097-8f4e-6fdb92516136.wav
three,data/f97f4f28-18d4-48c4-bf49-72ebe1a1f9a7.wav
tree,data/616c42d5-0201-4289-a7bd-60080dd8756f.wav
two,data/5306b2d2-0c69-46bf-8fed-c853127c08f3.wav
up,data/8cfb3ca8-e6ae-4ea0-979a-918666cb041d.wav
visual,data/e614f441-e5a1-4a7a-9069-f59f2a8d8ecf.wav
wow,data/0b8bf09f-2433-490e-ab5c-22ed3da307e1.wav
yes,data/ef0828fe-b7cc-44fe-ba76-f427a771a94d.wav
zero,data/0419113e-e4f3-46c9-8867-739b73315cb6.wav
backward,data/76690c65-8583-493a-888e-68d4488708e5.wav
bed,data/fd905bb3-0db7-47c9-bc3c-dfd60e8a1477.wav
bird,data/f9ed1221-a8cd-43e6-a22f-71ca4b03e161.wav
cat,data/741d1a5b-2ad7-40ac-b6c8-e9f4f83472aa.wav
dog,data/8166e7bc-d63d-48d5-9731-694950d4f29b.wav
down,data/07135434-7b45-4254-8bbd-6ccf01a45209.wav
eight,data/54278bf4-a230-4b49-bb60-5453135094af.wav
five,data/0863c61f-a242-4217-83d5-4037bdab10c0.wav
follow,data/4136faad-8c7d-4f0a-b819-dd6ec439e552.wav
forward,data/a8bf1fcc-bd65-4313-9674-3d879640c388.wav
four,data/6fb1fed3-afa6-4101-ac42-4914e16970ea.wav
go,data/69920a22-7199-4c10-95da-a3780403d1f7.wav
happy,data/c0df9757-25bc-4181-a9d5-f2d6f7849a55.wav
house,data/12d0d6d4-3c14-4a3a-af1f-ae99a13f8de9.wav
learn,data/f8794fef-8143-483f-9611-5d621fb49d07.wav
left,data/145702e6-00fe-4303-b9ea-64ab64644a35.wav
marvin,data/b8954f02-2c39-4508-b68b-84d7ee9f33b5.wav
nine,data/2afa120e-1d29-46b2-86d9-efeabfe500b2.wav
no,data/38eaa29b-9808-445c-ba80-10ba9fcdc8ec.wav
off,data/517cfac9-e074-4e59-81f0-a7f6c7a2d3b9.wav
on,data/f033968e-96f6-4c48-ba18-be14c0b8f273.wav
one,data/bab4a226-1c95-45e5-badb-1f3c5898fc00.wav
right,data/f47bfc78-ec64-49f9-b8a3-c480797b98cc.wav
seven,data/d8375521-4116-479d-96f5-1f76bcb06690.wav
sheila,data/ef728428-adbc-49a5-8ae8-7dc3f284cb98.wav
six,data/cdd4b1bf-650a-437a-989e-62fc0e00b87a.wav
stop,data/7d633eac-8de8-4b7c-9d9d-0ef350569f37.wav
three,data/3f9aef9b-2b0d-4b7b-9320-27ec8721c58c.wav
tree,data/5b186da4-d4f9-4b5c-bedb-d56772c51ca6.wav
two,data/4852a060-b3ed-4f00-9960-09f5be808d73.wav
up,data/7b06a7c6-f094-4de0-97b5-7c32fdd084c8.wav
visual,data/2df7738e-89fb-4b8d-939a-9464dfb833fa.wav
wow,data/eee6b082-308e-4145-abe5-9bae83b106ee.wav
yes,data/b59ace1a-92ab-4ba0-b49d-0835aef9b23b.wav
zero,data/7f3ed06c-97c3-4cff-9814-9421fb4461ff.wav
backward,data/86832a23-d368-4afd-a916-a244b354d380.wav
bed,data/8233f7ed-89d2-49f9-9ca2-f08ee3cadcca.wav
bird,data/fd430c8d-d12d-4bbc-a19b-f37c5c524643.wav
cat,data/d103db21-dd69-4b80-8e50-15bc1891afd8.wav
dog,data/1e8de2bc-6a21-4c4d-a0ef-d669ab82f23f.wav
down,data/ded70c9d-1f2b-43d1-9685-ea1bcff41ade.wav
eight,data/083f5b77-9a53-4e93-8596-59b9d6c8f3d8.wav
five,data/0b3f3388-11e8-4d05-8067-7e74a7643926.wav
follow,data/2d05a539-014d-4d61-a70d-3b03e45bc319.wav
forward,data/048a24aa-0a44-4656-9d80-02d4eb0de730.wav
four,data/79b11ed9-b0b4-476e-9f55-7053ad99424c.wav
go,data/ab6b0bb4-126f-47e8-9130-f49e02f84141.wav
happy,data/f8227752-69e3-4362-86cb-f80a30c7e390.wav
house,data/d3684b7f-6de3-4512-b847-aa869f6eba85.wav
learn,data/e97ada05-4958-456b-9d12-4a8e328254d4.wav
left,data/d3a61ca8-9e79-40f4-bf19-8b724c0514ed.wav
marvin,data/98e4e7e3-af3e-4f3f-b17a-5c2760261b8e.wav
nine,data/3c67bc02-a318-4a02-8b24-ce794b5906cf.wav
no,data/259107eb-e3c4-45ec-990c-4a86dc9e1ae2.wav
off,data/cf716c57-d536-43e4-b3dc-bfc1ffa49234.wav
on,data/5076d4f0-4cbb-4827-a6f0-7d1d097870c9.wav
one,data/072fee58-29e4-4e7b-932c-39b65cede5f9.wav
right,data/df8fa1c8-a696-4720-abf2-266ce09dfd23.wav
seven,data/ba839a13-e9d6-4ceb-b5ee-e63342609cbb.wav
sheila,data/eb223304-646e-49bb-be02-f50e6491afb1.wav
six,data/297ec9c6-3997-4187-af22-e428c6ada18a.wav
stop,data/d68ceb67-a356-4a2c-9241-d41f517c9e82.wav
three,data/212b0155-8389-42a7-84b9-3089e25c385a.wav
tree,data/6e8b6303-8597-43eb-a5b0-0dc8706cbd01.wav
two,data/2993f767-0cea-4415-b2bc-73d3c7235622.wav
up,data/95102f53-3158-48bb-a6f8-c1ca6dc28bc7.wav
visual,data/4148a219-804d-4d26-bbad-bf8627385d66.wav
wow,data/745e12a5-ac8b-45a7-ac6a-cc768f163680.wav
yes,data/1a23f1ee-8911-407e-b569-ede5ea6a40de.wav
zero,data/9fd3607d-0479-403c-8df3-d4abfa731e2c.wav
backward,data/3d679d70-614e-494e-8441-84cf026959ac.wav
bed,data/6fb5a4ea-6b8c-4094-aeed-6e3067f97a7f.wav
bird,data/fe6c3a36-6bc8-4eaa-adac-e3abb2263c97.wav
cat,data/70f1a65a-334a-4fb1-8ae1-888a2dfbaa11.wav
dog,data/d781fc7b-c35e-4071-b2d7-fcb36c36cc8c.wav
down,data/22ff4f7f-25a7-4566-9fa8-23a7613ccaab.wav
eight,data/948163f8-aad3-4440-9285-02a05713d3e9.wav
five,data/e34448a2-5d1e-415b-a112-761086fd93ec.wav
follow,data/5ae308ce-d191-4af6-acae-9df6a87ae562.wav
forward,data/e2255e9a-e032-43ae-99ae-1e6e11b2be6b.wav
four,data/1431a4bb-1833-42a8-a609-73a1ed8a5dab.wav
go,data/af964626-0034-40e6-9d29-4c07490adbf7.wav
happy,data/d4f129c0-1013-4123-853b-0885ac3592e4.wav
house,data/6aaf7e2b-2058-4c58-ac6a-8e78705717f8.wav
learn,data/71e812c1-64f2-4355-b904-51a172dd8914.wav
left,data/62889ada-51b7-4ad9-8565-8d78732d86d6.wav
marvin,data/68bdd11f-bb2c-4586-bfd7-fed65542a82e.wav
nine,data/6c50e3af-bac3-471c-accc-ec9668782e8a.wav
no,data/c7e9c302-015d-4626-9bef-ef24082a612a.wav
off,data/08489df1-5701-4056-9672-8756e5bfdd31.wav
on,data/655a95f1-4422-4bbf-8352-8acf79e65c0d.wav
one,data/58ff3729-b022-489a-87fa-3cf98eaf7d08.wav
right,data/936437e1-574b-46e3-a20d-663a2d0367fa.wav
seven,data/9f7a2a27-1b61-4d7d-93e3-5552db0cf3d7.wav
sheila,data/004d3a5f-a90b-49f0-83c1-22ae18b64c53.wav
six,data/3ee64a23-efcd-41b0-8522-e1c81fa7dc3f.wav
stop,data/32794894-972c-46fb-9c19-a01112ca6f7f.wav
three,data/4e065b01-bd43-4fa5-a1fd-3bc6a281540f.wav
tree,data/cb4e474a-7b62-4457-aea9-9ba59ab9513b.wav
two,data/7a6610b1-f2c2-42ed-8b67-ef81286a6cae.wav
up,data/23e399e5-2280-4c84-b5c1-a72fa27e8efe.wav
visual,data/9aa3935c-4321-4a95-a465-59686e7fc89a.wav
wow,data/868bcc40-6bf3-4dd4-931e-90ea00510b3b.wav
yes,data/bb85f79a-6cfe-440e-b7ad-6ce591d028af.wav
zero,data/b7121232-422a-46c9-a533-75f3fb853cb7.wav
backward,data/a0c672da-6111-4afc-8648-85cfae6d4546.wav
bed,data/b1c381ac-88f0-496a-9328-8910951f1cbc.wav
bird,data/25143337-af73-4401-a8f6-cb3e3185fe76.wav
cat,data/ae3676a5-05a4-4d58-bf4e-69ad1234e6c6.wav
dog,data/c99aa00e-2531-4690-b4d8-02e3df78dce6.wav
down,data/e4c657c1-8126-4c3c-b736-b8e18b52b421.wav
eight,data/efcc3ce0-096f-4fe0-afda-250de08ec507.wav
five,data/441188f2-0b5e-423f-a25e-270a0fe62785.wav
follow,data/21179824-6624-4c39-92f3-3d14ee4e239f.wav
forward,data/eb4426b1-1e8d-4d39-8220-ae6aae735a5a.wav
four,data/4cf8edf9-9d7e-405a-8611-ddd6a7b496f5.wav
go,data/fe19fd37-b8c3-47a7-a055-8b39cdd0c936.wav
happy,data/74243188-1662-4530-a907-a65872b60d3b.wav
house,data/69bd1e2b-aa25-4c25-81f2-b07d74ec7321.wav
learn,data/d4f92ebd-c700-4410-86df-39eab691ca3a.wav
left,data/9225b4ef-6361-4ef8-bb37-b12afb7d8429.wav
marvin,data/8a161532-1f5d-4f8f-8d1c-4a57d622d659.wav
nine,data/27299669-27f4-4078-b1eb-7972daba7c3b.wav
no,data/d51c319b-d521-4095-b07c-4ad2e419b84c.wav
off,data/75417329-f59f-4a71-854f-83ff52d2d8d2.wav
on,data/2972f583-12d1-489e-99b8-62debe4bbc6a.wav
one,data/45712cfc-ef79-4b2b-b2b2-7a1fc588b76a.wav
right,data/82e476d9-e5cd-48e6-9e62-806756ea5b16.wav
seven,data/7dacdddb-2589-406d-96ef-979009b9ed9f.wav
sheila,data/32bf7955-9904-4950-9d8b-fe3b5e716837.wav
six,data/e7a82eca-13c6-46e0-8a3f-e6e6fb2b07ed.wav
stop,data/7b96ab50-1e93-4a8b-a130-93b5d8d318a9.wav
three,data/f4f044db-108c-4e30-938a-1060807bd547.wav
